date,message,channelusername,url,channeltitle,views,forwards,postauthor,"fwdfrom.from_name"
"Feb 26, 2026 @ 12:20:00.000","#ምርጫ2018

ትምህርት ሚኒስቴር በመጪው ግንቦት 24 ቀን 2018 ዓ/ም ከሚካሄደው ምርጫ ጋር በተያያዘ ለሁሉም ከፍተኛ ትምህርት ተቋማት ደብዳቤ መላኩን ቲክቫህ ኢትዮጵያ ከሚመለከታቸው አካላት አረጋግጧል።

ቀደም ሲል ተማሪዎች ለምርጫው ወደ ቤተሰቦቻቸው ሄደው እንዲመርጡ ለማስቻል ትምህርት ከምርጫው በፊት ተጠናቆ ተማሪዎች ወደ ቤታቸው እንዲሄዱ ታቅዶ ነበር።

ሆኖም ፦
- በትምህርት ጥራት ላይ አሉታዊ ተጽዕኖ ስለሚያሳድር
- ለተማሪዎች የፈተና ዝግጅት እና ስኬታማነት አስቸጋሪ ስለሚሆን ያ የታቀደው አካሄድ ተቀይሯል።

በትምህርት ሚኒስቴር እና በብሔራዊ ምርጫ ቦርድ አመራሮች መካከል በተደረገ ስምምነት መሠረት፤ ተማሪዎች ትምህርታቸውን ሳያቋርጡ እንዲቀጥሉ ተወስኗል።

ተማሪዎች ለመምረጥ የሚያስፈልጋቸውን ቀናት ብቻ ተፈቅዶላቸው ሄደው መርጠው እንዲመለሱ ይደረጋል።

ሁሉም ከፍተኛ ትምህርት ተቋማት (ዩኒቨርሲቲዎች) ፦

➡️ ተማሪዎች በተፈቀደላቸው ቀናት ውስጥ ሄደው መርጠው እንዲመለሱ አስፈላጊውን ፈቃድ እንዲሰጡ ማሳሰቢያ ተላልፎላቸዋል።

➡️ ተማሪዎች ለምርጫ ምዝገባ እና ለሌሎች ተያያዥ ጉዳዮች እንዲመቻችላቸው ከምርጫ ቦርድ በሚሰጠው አቅጣጫ መሠረት ለቦርዱ አስፈላጊውን እገዛ እንዲያደርጉ ተብለዋል።

በአጠቃላይ በትምህርት ሚኒስትሩ ፕ/ር ብርሃኑ ነጋ ተፈርሞ ለሁሉም ተቋማት በተላከውና ትክክለኝነቱን ባረጋገጥነው በዚህ ደብዳቤ ከምርጫው ጋር ከተያያዘ የዩኒቨርሲቲ ተማሪዎች ትምህርታቸውን ሙሉ በሙሉ አቋርጠው ወደ ቤት አይሄዱም፤ ይልቁንም ለመምረጥ የሚያስፈልጋቸውን የተወሰኑ ቀናት ፈቃድ አግኝተው ምርጫ መርጠው እንዲመለሱ ተወስኗል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ
የካቲት 19 ቀን 2018

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103587","TIKVAH-ETHIOPIA","208,494","1,521","-","-"
"Feb 26, 2026 @ 11:47:04.000","የመራጮች ዲጂታል ምዝገባ ሥርዓት ለምርጫ ተአማኒነት ከፍተኛ አስተዋጽኦ ያበረክታል – ምሁራን

አዲስ አበባ፣ የካቲት 19፣ 2018 (ኤፍ ኤም ሲ) የመራጮች እና ዕጩዎች የዲጂታል ምዝገባ ሥርዓት ለምርጫ ተአማኒነት ከፍተኛ አስተዋጽኦ ያበረክታል አሉ ምሁራን። የኢትዮጵያ ብሔራዊ የምርጫ ቦርድ የመራጮችና የዕጩዎች የዲጂታል ምዝገባ ሥርዓትን በ7ኛው ጠቅላላ ምርጫ ሒደት ላይ ተግባራዊ እያደረገ ይገኛል። በአዲስ አበባ ዩኒቨርሲቲ የፖለቲካል ሳይንስና ዓለም አቀፍ ግንኙነት መምህር ሙሉጌታ አያሌው (ዶ/ር) ከፋና ሚዲያ ኮርፖሬሽን…

https://www.fanamc.com/archives/310358",fanatelevision,"t.me/fanatelevision/104518","Fana Media Corporation S.C (FMC)","10,086",3,"-","-"
"Feb 26, 2026 @ 10:54:22.000","የኢትዮጵያ ምርጫ ቦርድ ውሳኔ ላይ የኢትዮጵያ ፌደራል ከፍተኛ ፍርድ ቤት እግድ አስተላልፏል።

ፍርድ ቤቱ አምስት የምርጫ ክልሎች፦
- ሁመራ 
- አዲረመፅ
- ኮረም አፍላ
- ጠለምት 
- ራያ አላማጣ ከትግራይ ክልል ውጭ ሆነው በቀጥታ የፓርላማ ምርጫ እንዲካሄድባቸው በተላለፈውን ውሳኔ በጊዜያዊነት አግዷል።

ፍርድ ቤቱ እግዱን ያስተላለፈው ከዴሞክራሲያዊ ስምረት ትግራይ (ስምረት) ፓርቲ የቀረበውን የእግድ አቤቱታ ተከትሎ ነው።

ስምረት ፓርቲ አቤቱታውን ለፍርድ ቤቱ ያቀረበው በፕሬዝዳንቱ አቶ ጌታቸው ረዳ በኩል ነው።

Via Getachew Reda

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103578","TIKVAH-ETHIOPIA","204,610",82,"-","-"
"Feb 26, 2026 @ 09:30:45.000","Israeli President Visits Ethiopia as Ethiopia Reaffirms Two-State Policy

Israeli President Isaac Herzog visited Addis Ababa on Wednesday, as Ethiopian President Taye Atske Selassie reaffirmed support for two-state solution. Talks with Selassie & PM Abiy Ahmed focused on bilateral ties as alliance speculation & Somaliland tension shapes diplomacy.

READ MORE",ClashReport,"t.me/ClashReport/72060","Clash Report","5,375",14,"-","-"
"Feb 26, 2026 @ 09:14:18.000","ፋና መድረክ ለሁሉም የፖለቲካ ፓርቲዎች እድል የሚሰጥ ነው – ተፎካካሪ የፖለቲካ ፓርቲዎች ‎

አዲስ አበባ፣ የካቲት 19፣ 2018 (ኤፍ ኤም ሲ) ፋና መድረክ በመርህ የሚዘጋጅና ለሁሉም የፖለቲካ ፓርቲዎች እድል የሚሰጥ ነው አሉ ተፎካካሪ የፖለቲካ ፓርቲዎች፡፡ ፋና ሚዲያ ኮርፖሬሽን 7ኛውን ጠቅላላ ምርጫ በማስመልከት ባዘጋጀው ፋና መድረክ የክርክር መርሐ ግብር ላይ የተለያዩ የፖለቲካ ፓርቲዎች እየተሳተፉ ይገኛሉ፡፡ ፋና መድረክ በተለያዩ ርዕሰ ጉዳዮች ላይ የፖለቲካ ፓርቲዎች የፖሊሲ አማራጭ በጥልቅ የሚሞገትበት፣…

https://www.fanamc.com/archives/310333",fanatelevision,"t.me/fanatelevision/104511","Fana Media Corporation S.C (FMC)","8,101",3,"-","-"
"Feb 26, 2026 @ 09:00:31.000","ለ7ኛው ጠቅላላ ምርጫ የሚወዳደሩ የተፎካካሪ የፖለቲካ ፓርቲዎች፤ የትምህርት ፖሊሲያቸው ምን ይዟል?
‎
#‎ብልጽግና ፓርቲ
#‎ትብብር ለኢትዮጵያ አንድነት
#‎የኢትዮጵያ ዜጎች ለማኅበራዊ ፍትህ (ኢዜማ)
#‎ህብር ኢትዮጵያ ዴሞክራሲያዊ ፓርቲ         
#‎የትምህርት ፖሊሲ አማራጫቸው በፋና መድረክ ተፈትሿል!
‎
‎በተጠቀሰው ርዕሰ ጉዳይ የፖሊሲ አማራጫቸውን አቅርበዋል፤ ባቀረቡት የፖሊሲ አማራጭ በፋና መድረክ ተሞግተዋል፣ የሌሎች ፓርቲዎችን አማራጭ ሃሳብ ሞግተዋል። 

በቅርብ ቀን በፋና ሚዲያ ኮርፖሬሽን በሬድዮ፣ ቴሌቭዥን እና በዲጂታል አማራጮች ይጠብቁን።",fanatelevision,"t.me/fanatelevision/104510","Fana Media Corporation S.C (FMC)","8,242",2,"-","-"
"Feb 26, 2026 @ 03:32:45.000","▶️ UN commemorates Mother Language Day with celebrations

Amanuel Gebremedhin reports from Addis Ababa.

@PressTV",presstv,"t.me/presstv/176861","Press TV","1,803",5,"-","-"
"Feb 25, 2026 @ 20:53:00.000","Russia and Ethiopia Marking 128 Years of Diplomatic Relations: Russian Embassy in Addis Ababa

🇷🇺🇪🇹 The historic ties between the two nations have spanned more than a century and are now rapidly strengthening across trade, nuclear technology, and political sectors, the embassy announced.

Key cooperation outcomes highlighted by the embassy:

🟠 Bilateral trade has tripled, reaching $435 million.

🟠 A nuclear cooperation agreement was signed between Rosatom and Ethiopian Electric Power and has moved into implementation.

🟠 Russia supplies fertilizers, agricultural machinery, and energy equipment to Ethiopia, while Ethiopia exports coffee, flowers, and textiles to Russia.

🟠 The two countries have pledged to strengthen coordination at the United Nations and other international platforms.

👆Video captures Putin's and the Ethiopian PM's Moscow talks in September 2025

Subscribe to @sputnik_africa

🔸 Sputnik Africa | X 🔸","sputnik_africa","t.me/sputnik_africa/60920","Sputnik Africa","1,478",3,"-","-"
"Feb 25, 2026 @ 15:34:08.000","🗓 Today marks 128 years since the establishment of diplomatic relations between our country and Ethiopia.

🇷🇺🇪🇹 Russian-Ethiopian relations have traditionally been friendly. Our two countries continue to steadily strengthen collaboration in political, trade, economic, cultural and other spheres.

🤝 Moscow and Addis Ababa maintain regular contacts at the highest level. In September 2025, President of Russia Vladimir Putin met with Prime Minister of Ethiopia Dr. Abiy Ahmed in Moscow during the World Atomic Week international forum. In May 2025, President of the FDRE Taye Atske Selassie attended the Victory Parade in Moscow.

In October 2025, Russian Foreign Minister Sergey Lavrov held talks with Ethiopian Foreign Minister Gedion Timotheos, who was in Moscow on a working visit.

Russia and Ethiopia remain committed to strengthening their coordination within the UN and other multilateral platforms. Ethiopia’s accession to BRICS on January 1, 2024 has given new momentum to the development of our cooperation.

📈 In 2025, mutual trade volume between Russia and Ethiopia increased almost threefold compared to the previous year, exceeding $435 million. 
The drivers of growth are traditional export items: Russia is increasing supplies of fertilizers, agricultural machinery, and energy equipment, while Ethiopia is increasing supplies of coffee, flowers, and textiles.

Our bilateral collaboration includes a number of large-scale joint projects, the most significant of which is cooperation in the nuclear sector entered the practical implementation phase after the signing of an action plan between Rosatom State Corporation and the Ethiopian Electric Power Corporation in Moscow on September 25, 2025, in the presence of the leaders of our countries. In February 2025, a roadmap for a three-year period was approved, with the training of Ethiopian engineers and physicists identified as a separate priority track.

🎉 We warmly congratulate our Ethiopian colleagues and friends on this shared anniversary! We reaffirm our commitment to continuing to develop all aspects of our bilateral relations.

#RussiaEthiopia",MFARussia,"t.me/MFARussia/28491","Russian MFA 🇷🇺","1,048",5,"-","-"
"Feb 25, 2026 @ 13:50:12.000","ፋና መድረክ 
በፋና ሚዲያ ኮርፖሬሽን የፖለቲካ ፓርቲዎች ክርክር 
‎
‎ርዕሰ ጉዳይ - የትምህርት ፖሊሲ
‎
👉 ብልጽግና ፓርቲ 
👉 ትብብር ለኢትዮጵያ አንድነት
👉‎ የኢትዮጵያ ዜጎች ለማሕበራዊ ፍትህ (ኢዜማ) 
‎ 👉‎ ኅብር ኢትዮጵያ ዴሞክራሲያዊ ፓርቲ       
‎
‎* ለ7ኛው ጠቅላላ ምርጫ የሚወዳደሩ ተፎካካሪ የፖለቲካ ፓርቲዎች በተጠቀሰው ርዕሰ ጉዳይ የፖሊሲ አማራጫቸውን አቅርበዋል፤ ባቀረቡት የፖሊሲ አማራጭ በፋና መድረክ ተሞግተዋል፤ የሌሎች ፓርቲዎችን አማራጭ ሃሳብ ሞግተዋል። 
በፋና ሚዲያ ኮርፖሬሽን በሬዲዮ፣ ቴሌቪዥን እና በዲጂታል አማራጮች በቅርብ ቀን ይጠብቁን።",fanatelevision,"t.me/fanatelevision/104499","Fana Media Corporation S.C (FMC)","10,468",2,"-","-"
"Feb 25, 2026 @ 11:08:57.000","Major World Events by Morning of February 25 

🟠Zimbabwe has suspended exports ⁠of all raw minerals and lithium concentrates with immediate effect, the minister of mines announced;

🟠ECOWAS Chiefs of Staff have reportedly gathered in Freetown, Sierra Leone, for a three-day meeting to discuss the future of the regional Standby Force and its role in countering terrorism in West Africa;

🟠Togo proposes establishing an African New Year, arguing that colonial policies distorted African identity—including the imposition of a foreign calendar, the country's foreign ministry stated;

🟠Israeli President Isaac Herzog arrived in Ethiopia on Wednesday morning for an official visit, with meetings scheduled with Ethiopia's leadership, his office said;

🟠China opposes any proliferation or use of nuclear weapons, including a potential Western transfer of such arms to Ukraine, Foreign Ministry spokesperson Mao Ning stated;

🟠Tehran dismissed US statements about Iran's missiles, nuclear program, and unrest casualties as false, Iran’s Foreign Ministry spokesman said, following Trump's remarks, that the US has not yet “heard” Iran renounce nuclear weapons.

Subscribe to @sputnik_africa

🔸 Sputnik Africa | X 🔸","sputnik_africa","t.me/sputnik_africa/60892","Sputnik Africa","1,692",10,"-","-"
"Feb 25, 2026 @ 10:44:24.000","Israeli president begins official state visit to Ethiopia

President Isaac Herzog landed in Addis Ababa early this morning to begin his official state visit to Ethiopia.

He was received by Ethiopia’s Foreign Minister, Gedion Timothewos, and Israel’s Ambassador to Ethiopia, Dr. Avraham Neguise, at an official welcoming ceremony held at the airport.

Later today, Herzog is expected to meet with the President of Ethiopia, Taye Atske Selassie, the Prime Minister of Ethiopia, Abiy Ahmed Ali, and the leadership of the local Jewish community.",ILtoday,"t.me/ILtoday/17041","Israel Today","3,285",12,"Ryan Jones","-"
"Feb 25, 2026 @ 10:43:57.000","Israeli President Arrives in Ethiopia for Official Visit: Presidential Office

Isaac Herzog is scheduled to hold meetings with Ethiopia's leadership, his office said.

👉The goal of the one-day visit is strengthening the bilateral relations, according to the Ethiopian Foreign Ministry.

Subscribe to @sputnik_africa

🔸 Sputnik Africa | X 🔸","sputnik_africa","t.me/sputnik_africa/60891","Sputnik Africa","1,490",13,"-","-"
"Feb 25, 2026 @ 10:30:02.000","ፋና መድረክ 
በፋና ሚዲያ ኮርፖሬሽን የፖለቲካ ፓርቲዎች ክርክር 
‎
‎ርዕሰ ጉዳይ - የትምህርት ፖሊሲ
‎
👉 ብልጽግና ፓርቲ 
👉 ትብብር ለኢትዮጵያ አንድነት
👉‎ የኢትዮጵያ ዜጎች ለማሕበራዊ ፍትህ (ኢዜማ) 
‎ 👉‎ ኅብር ኢትዮጵያ ዴሞክራሲያዊ ፓርቲ       
‎
‎* ለ7ኛው ጠቅላላ ምርጫ የሚወዳደሩ ተፎካካሪ የፖለቲካ ፓርቲዎች በተጠቀሰው ርዕሰ ጉዳይ የፖሊሲ አማራጫቸውን አቅርበዋል፤ ባቀረቡት የፖሊሲ አማራጭ በፋና መድረክ ተሞግተዋል፤ የሌሎች ፓርቲዎችን አማራጭ ሃሳብ ሞግተዋል። 

በፋና ሚዲያ ኮርፖሬሽን በሬዲዮ፣ ቴሌቪዥን እና በዲጂታል አማራጮች በቅርብ ቀን ይጠብቁን።",fanatelevision,"t.me/fanatelevision/104477","Fana Media Corporation S.C (FMC)","9,040",3,"-","-"
"Feb 25, 2026 @ 05:30:55.000","📝 President Trump is currently preparing for a war alongside Israel against Iran. Rwandan-backed M23 and Congo clashes continue. Kosovo and Serbia was never at risk of happening, same with Egypt and Ethiopia.",GeoPWatch,"t.me/GeoPWatch/26849","Geopolitics Watch","4,677",5,"Angry Iowan ✞","-"
"Feb 24, 2026 @ 20:44:06.000","Israel sponsored trips for African journalists and influencers — including from South Africa, Ethiopia, Rwanda, Cameroon, Morocco, and Kenya — to visit Israel.

In South Africa, three major outlets failed to disclose that their reporting trips were funded by Israel.

The sponsored visits produced one-sided coverage that lacked Palestinian perspectives.

Source: Al Jazeera",ClashReport,"t.me/ClashReport/71905","Clash Report","6,383",36,"-","-"
"Feb 24, 2026 @ 19:12:05.000","It's not only poverty 
The main issue is hate
Their hate for Islam made them to do that 
 I'm Ethiopian I know them very well",ClashReport,"t.me/ClashReport/399745","Clash Report","-","-","-","-"
"Feb 24, 2026 @ 17:59:05.000","Media Probe Reveals Israel Funded Ethiopian Journalists to Whitewash Genocide

 READ MORE",ClashReport,"t.me/ClashReport/71876","Clash Report","4,730",23,"-","-"
"Feb 24, 2026 @ 14:57:20.000","አቢሲንያ የሁሉም ምርጫ!

ምቾትዎ ለድርድር አይቀርብም! ለዚያም ነው የአቢሲንያ ፖስ ማሽን ካርድዎን በግብይትዎ ሁሉ እንዲጠቀሙ የምንመክርዎት! ጠጋ አድርጎ መክፈል ብቻ! 

አቢሲንያ የሁሉም ምርጫ!

https://t.me/BoAEth",tikvahethiopia,"t.me/tikvahethiopia/103524","TIKVAH-ETHIOPIA","139,756",0,"-","-"
"Feb 24, 2026 @ 14:12:32.000","🚨🇺🇸 Kissinger's 1974 population doctrine: Food, power, and global strategy

In 1974, under Secretary of State Henry Kissinger, the U.S. National Security Council produced a classified strategy document known as National Security Study Memorandum 200 (NSSM 200).

The report framed rapid population growth in key developing countries as a direct challenge to U.S. national security and long-term economic interests.

The logic was strategic and explicit:👇

Population growth in resource-rich developing states could threaten political stability, restrict access to raw materials, and weaken Western economic leverage.

In 1975, President Gerald Ford formally adopted the memorandums recommendations as official policy.

🤔 What the strategy institutionalized

◾️Integration of population policy into U.S. foreign relations
◾️ Expansion of international family planning programs
◾️ Coordination with institutions such as the World Bank, USAID, and the United Nations
◾️ Recognition that food supply and agricultural assistance were instruments of geopolitical influence

The document treated food security not only as a humanitarian issue but as a strategic variable in global power calculations.

🤨 The aftermath

The mid-1970s through the 1980s were marked by severe economic and food crises across parts of the Global South though historians attribute these to a combination of droughts, oil shocks, debt crises, Cold War proxy conflicts, and structural economic vulnerabilities rather than to NSSM 200 alone.

🍽 Global hunger & famine

◾️The 1974 global food crisis, driven by crop failures and oil price shocks, caused sharp spikes in food prices worldwide.
◾️The late 1970s and early 1980s saw recurrent famines in parts of Africa and South Asia.
◾️The 1983–1985 Ethiopian famine alone caused an estimated 400,000 to 1 million deaths.
◾️Throughout the 1970s–80s, hundreds of millions in developing nations experienced chronic undernourishment.

These crises unfolded in a world increasingly dependent on global grain markets dominated by major exporters.

📉 Economic collapse & debt spiral

During the 1980s:

◾️Latin America entered the “Lost Decade” after the 1982 debt crisis.
◾️Many African economies experienced contraction under IMF structural adjustment programs.
◾️Rising interest rates and oil shocks destabilized developing states already vulnerable to food import dependence.

Food-import dependency increased in multiple developing nations during this period, making them more exposed to global market volatility.

♟ Geopolitical interpretation

NSSM 200 did not create global famine.
But it formalized a doctrine: demographic trends, food systems, and resource flows are strategic tools in international politics.

The broader outcome of the 1970s–80s was clear:

◾️Food became financialized and globalized.
◾️Developing nations grew more dependent on international credit and grain markets.
◾️Population policy became embedded within development assistance frameworks.

The era demonstrated a fundamental reality of geopolitics:

📊 Control over food systems, capital flows, and demographic policy shapes global power hierarchies whether through markets, institutions, or strategy documents.

Chat | GG on Instagram | GG Movies Channel","AFPP_Chat","t.me/AFPP_Chat/82893","America First Precinct Project Chat","14,490",226,"-","-"
"Feb 24, 2026 @ 10:50:51.000","7ኛው ጠቅላላ ምርጫ ነፃና ፍትሐዊ እንዲሆን የድርሻችንን እንወጣለን – የጨፌ ኦሮሚያ አባላት

አዲስ አበባ፣ የካቲት 17፣ 2018 (ኤፍ ኤም ሲ) 7ኛው ጠቅላላ ምርጫ ነፃ፣ ፍትሐዊ እና ገለልተኛ እንዲሆን የድርሻችንን እንወጣለን አሉ የጨፌ ኦሮሚያ አባላት፡፡ አስተያየታቸውን ለፋና ዲጂታል የሰጡት የጨፌው አባላት÷ የዘንድሮው ምርጫ ፍትሃዊ፣ ተዓማኒና ዴሞክራሲያዊ እንዲሆን ለማስቻል ለሕብረተሰቡ ግንዛቤ የማስጨበጥ ስራ እየሰሩ መሆናቸውን አንስተዋል፡፡ ሕብረተሰቡ በሰላማዊ መንገድ ለፈለገው የፖለቲካ ፓርቲ ድምጹን እንዲሰጥና ተፎካካሪ የፖለቲካ ፓርቲዎችም…

https://www.fanamc.com/archives/310239",fanatelevision,"t.me/fanatelevision/104451","Fana Media Corporation S.C (FMC)","8,934",2,"-","-"
"Feb 24, 2026 @ 08:44:18.000","የትግራይ ወጣት የተደቀነውን አጥፊ ጦርነት በማክሸፍ ሰላም እንዲያሰፍን ጥሪ ቀረበ 
+++++++++++++++++

#ጋዜጣ_ፕላስ | የታጠቀውም ሆነ ያልታጠቀው የትግራይ ወጣት የተጋረጠውን አጥፊ ጦርነት በመቃወም እጁን ለሰላም እንዲዘረጋ የቀድሞ የፌዴሬሽን ምክር ቤት አፈ ጉባኤ ወይዘሮ ኬርያ ኢብራሂም ጥሪ አቀረቡ።

ወይዘሮ ኬርያ ኢብራሂም በትግራይ ወቅታዊ ሁኔታ ዙሪያ ለአዲስ ዘመን ጋዜጣ እንደገለጹት፤ በክልሉ የተጋረጠውን የጦርነት ሥጋት ማስቀረት የሚቻለው ጦርነትና እልቂትን ""እምቢ"" በማለትና በአንድነት በመሰለፍ ብቻ ነው። 

ወጣቱ ዓላማ ቢስ ወደሆነ ጦርነት ከመግባት ይልቅ የመኖር መብቱን ሊያስጠብቅ እንደሚገባ ያሳሰቡት ወይዘሮ ኬርያ፤ የታጠቀው ወጣትም ""ለማን ዓላማና ምኞት ነው ሕይወቴን የምገብረው?"" ብሎ ራሱን ሊጠይቅ እንደሚገባ አመልክተዋል።

የተሳሳተ የትግራይ ወጣት ማለት ከታሪካዊው የሕዝብ ጠላት ሕወሓት ጋር ተሰልፎ ጥቁር ታሪክ ለማስመዝገብ የሚዘጋጅ መሆኑን የጠቀሱት ወይዘሮ ኬርያ፤ ወጣቱ በስሜት ሳይሆን በብስለትና በስሌት በመራመድ ሕዝቡንና ሀገሩን ከጥፋት ሊታደግ እንደሚገባ አሳስበዋል። 

አሁን ላይ የዳግም ጦርነት ሥጋት መግዘፉን ጠቁመው፤ ይህንን ጥፋት በምኞት ሳይሆን ጦርነትን በመጸየፍና በሰላማዊ መንገድ በመታገል ብቻ ማስቀረት እንደሚቻል አስገንዝበዋል።

በሔርሞን ፍቃዱ 
#ጋዜጣ_ፕላስ #ትግራይ #ሰላም #ወጣቶች #ኬርያ_ኢብራሂም #ኢትዮጵያ #ጦርነትን_አይሆንም",ethpress,"t.me/ethpress/46081","Gazette Plus / ጋዜጣ ፕላስ/","1,303",1,"-","-"
"Feb 24, 2026 @ 08:42:04.000","ኢንስቲትዩቱ በከተሞች የጎርፍ አደጋ ሊከሰት ስለሚችል ቅድመ ጥንቃቄ እንዲደረግ አሳሰበ 
+++++++++++++++++

#ጋዜጣ_ፕላስ | በዘንድሮው የበልግ ወቅት በሚኖረው ከፍተኛ ዝናብ ምክንያት በከተሞች የጎርፍ አደጋ ሊከሰት ስለሚችል አስፈላጊው ቅድመ ጥንቃቄ ሊደረግ እንደሚገባ የኢትዮጵያ ሚቲዎሮሎጂ ኢንስቲትዩት አሳሰበ።

በኢትዮጵያ ሚቲዎሮሎጂ ኢንስቲትዩት የትንበያ ዘርፍ ምክትል ዋና ዳይሬክተር አሳምነው ተሾመ (ዶ/ር) እንደገለጹት፤ በበልግ ወቅት ከሚኖረው ከፍተኛና ተደጋጋሚነት ያለው ከባድ ዝናብ የተነሳ በተለይም በቆላማ ስፍራዎችና በከተሞች ቅጽበታዊ ጎርፍ የመከሰት ዕድሉ ሰፊ ነው። 

አዲስ አበባን ጨምሮ በደቡብና ምሥራቅ ትግራይ፣ በምሥራቅ አማራ፣ በአፋርና በመካከለኛው የሀገሪቱ አካባቢዎች መደበኛና ከመደበኛ በላይ የሆነ የዝናብ መጠን እንደሚጠበቅ ዳይሬክተሩ ጠቁመዋል።

በተጨማሪም በሶማሌ ክልል ደቡባዊ ክፍል፣ በጉጂ፣ በቦረና፣ በሲዳማና በደቡብ ምዕራብ የሀገሪቱ አካባቢዎች እስከ 55 በመቶ የሚደርሰው ዓመታዊ የዝናብ መጠን የሚስተዋለው በዚህ ወቅት መሆኑን አሳምነው (ዶ/ር) አስረድተዋል።

የበልግ ዝናብ ተለዋዋጭነቱ እየጨመረ መምጣቱን የጠቀሱት ምክትል ዋና ዳይሬክተሩ፤ ችግሩን ለመከላከል የአካባቢ ጥበቃ ሥራዎችን ማከናወንና ኢንስቲትዩቱ የሚያወጣቸውን የትንበያ መረጃዎች በመጠቀም ቅድመ ጥንቃቄ ማድረግ እንደሚገባ አሳስበዋል።

በአማን ረሺድ 
#ጋዜጣ_ፕላስ #ሚቲዎሮሎጂ #ጎርፍ #ከተሞች #ዝናብ #የበልግ #አካባቢ_ጥበቃ",ethpress,"t.me/ethpress/46078","Gazette Plus / ጋዜጣ ፕላስ/","1,090",1,"-","-"
"Feb 23, 2026 @ 21:21:24.000",""" እያሰሩ፣ እያስፈራሩ መልቀቅ፣ በዚህ መንገድ ማሳደድ ጤናማ አይደለም  "" - ፓርቲው

የጋሞ ዞን የኢሕአፓ ሰብሳቢ፣ የአርባ ምንጭ ከተማ የትብብር ለኢትዮጵያ አንድነት ፓርላማ እጩ አቶ ሰለሞን ሳዳ "" በጸጥታ አካላት "" ታስረው መለቀቃቸውን የኢትዮጵያ ሕዝባዊ አብዮታዊ ፓርቲ (ኢሕአፓ) ለቲክቫህ ኢትዮጵያ ገልጿል።

ፓርቲው፣ በትብብሩ፣ በምርጫ ቦርድ ብርቱ "" ክትትል ከሰዓታት የአፈና እስር በኋላ "" መለቀቃቸውን እወቁልኝ ብሎ፣ ብሔራዊ ምርጫ ቦርድንም አመስግኗል።

የፓርቲው ፕሬዝዳንት አቶ አብርሃም ሃይማኖት ለቲክቫህ ኢትዮጵያ በሰጡት ቃል "" ማታ ቤቱን ከበው አድረው በሌሊት ነበር አፍነው ይዘውት የሄዱት "" ሲሉ እስሩ የተፈጸመበትን መንገድ ገልጸዋል።

እጩው ያለመከሰስ መብት ያለው መሆኑን የዞኑ ሰብሳቢም እንደሆነ አመልክተው "" ጠንካራ የኢሕአፓ አመራር "" ነው ብለዋል።

"" ከእጩነትም ራሱን እንዲያገል "" ከዚህ በፊትም በንብረቶቹ ላይ "" የማቃጠል አደጋ አድርሰውበት ነበር የመንግስት ካድሬዎች "" ያሉት ፕሬዝዳንቱ፣ ችግሩ በዞኑ የጋራ ምክር ቤት ለመፍታት ከፍተኛ ጥረት መደረጉን አስታውሰዋል።

"" ማሰር አይችሉም፤ ያለመከሰስ መብት ስላለው "" ሲሉ ገልጸው "" ' እውነተኛ ምርጫ እናደርጋለን ' እየተባለ ያውም እጩዎችን በዚህ መንገድ ማሰር፣ ማስፈራራት ተጠናክሮ መቀጠሉ ያሳዝነናል"" ብለዋል።

"" ከዚህ በፊት የታሰሩ ፓለቲከኞች፣ ጋዜጠኞች እንዲፈቱ ጥረት እያደረግን ባለበት እጩዎቻችን ሲታሰሩ፣ ምርጫውም ጥያቄ ምልክት ውስጥ እየገባ ይገኛል "" ያሉት ፕሬዝዳንቱ፣ "" በኦሮሚያ እና በሌሎች አካባቢዎች ያሉ እጩዎቻችንንም ከፍተኛ ስጋት ውስጥ ናቸው። የካድሬ ማስፈራሪያ ይደርስባቸዋል "" ብለዋል።

"" 'ነፃ፣ ዴሞክራሲያዊ እና ፍትሃዊ ምርጫ እናካሂዳለን የሚለው መንግስት እጩዎችን እያሰረ፣ እጩዎቻችን በህይወታቸው ጭምር ዛቻ እየደረሰባቸው እንዴት ነው እውነተኛ ምርጫ አካሂዳለሁ የሚለው ? "" ሲሉም ጠይቀዋል።

ፕሬዚዳንቱ "" እያሰሩ፣ እያስፈራሩ መልቀቅ፣ በዚህ መንገድ ማሳደድ ጤናማ አይደለም "" በማለት፣ "" ከዚህ በፊትም በተደጋጋሚ ነው ሲታሰርብን የቆየው "" ሲሉ አስታውሰዋል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ
#TikvahEthiopiaFamilyAA

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103523","TIKVAH-ETHIOPIA","250,952",52,"-","-"
